Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Hf (at.%)
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,58.0,102.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,46.0,91.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,66.0,111.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,106.0,110.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,61.0,84.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,96.0,123.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,88.0,99.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,99.0,131.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,-3.0,50.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,-6.0,48.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,9.0,50.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,1.0,48.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,21.0,66.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,38.0,71.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,51.0,85.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,26.0,62.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,35.0,69.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,5.0,44.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,6.0,45.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,92.0,121.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,107.0,132.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,82.0,116.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,66.0,107.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,76.0,109.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,99.0,130.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,65.0,103.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,85.0,119.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,80.0,115.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,74.0,111.0,50.3,Ni50.3Ti34.7Hf15.0 %,34.7,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,109.0,130.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,106.0,128.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,106.0,125.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,106.0,126.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,114.0,131.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,120.0,135.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,126.0,139.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,122.0,136.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,130.0,143.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,142.0,153.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,157.0,173.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,153.0,170.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,152.0,170.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,160.0,174.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,173.0,181.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,152.0,165.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,150.0,164.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,157.0,168.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,162.0,172.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,174.0,181.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,197.0,201.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,198.0,199.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,202.0,200.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,199.0,201.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,102.0,104.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,98.0,98.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,104.0,115.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,154.0,152.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,160.0,170.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,171.0,179.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,151.0,153.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,184.0,183.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,172.0,165.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,201.0,200.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,194.0,173.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,217.0,180.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,243.0,185.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,228.0,177.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,210.0,150.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,238.0,181.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,101.0,103.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,153.0,152.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,209.0,150.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,167.0,169.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,183.0,185.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,204.0,203.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,214.0,195.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,212.0,214.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,228.0,186.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,216.0,209.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
O. Karakoc; C. Hayrettin; A. Evirgen; R. Santamarta; D. Canadinc; R. W. Wheeler; S. J. Wang; D. C. Lagoudas and I. Karaman,Acta Materialia,Role of microstructure on the actuation fatigue performance of Ni-Rich NiTiHf high temperature shape memory alloys,2019.0,178.0,178.0,50.3,Ni50.3Ti29.7Hf20.0 %,29.7,20.0
